Title,Price,Brand,Model,Power,Efficiency,Link
GIGABYTE 850W PCIe 5 - UD850GM PG5 V2-80 Gold,131.51,GIGABYTE,GP-UD850GM PG5,850 W,80+ Gold,https://amazon.com/dp/B0BVBH33TP?tag=pcbuilder00-20
be quiet! Straight Power 11 Platinum BN641 650W 80+ Platinum Power Supply,132.08,be quiet!,Straight Power 11,650 W,80+ Platinum,https://amazon.com/dp/B085WW5WJH?tag=pcbuilder00-20
"EVGA Supernova 850G XC, 80 Plus Gold 850W, Fully Modular",133.65,EVGA,520-5G-0850-K1,850 W,80+ Gold,https://amazon.com/dp/B0CD9DW4MV?tag=pcbuilder00-20
ALIMENTATIONS BE QUIET inf?rieur ? 600 Watt SFX L Power 500W BN238,133.69,be quiet!,BN238,500 W,80+ Gold,https://amazon.com/dp/B07MCGSFN9?tag=pcbuilder00-20
"Seasonic FOCUS 650 Gold, 80+ Gold 650W Semi-Modular Power Supply",133.99,Seasonic,FOCUS Gold,650 W,80+ Gold,https://amazon.com/dp/B07793TFW8?tag=pcbuilder00-20
"Corsair RMX Series (RM750X), 80+ Gold Certified 750W Fully Modular Power Supply",134,Corsair,RMx (2018),750 W,80+ Gold,https://amazon.com/dp/B079HGN5QS?tag=pcbuilder00-20
"Seasonic Focus GM-650, 650W, Semi-Modular, Fits All ATX Systems, Fan Control in Silent",134.44,Seasonic,G12-GM-650,650 W,80+ Gold,https://amazon.com/dp/B07WTXYHY5?tag=pcbuilder00-20
"EVGA SuperNOVA 850 GT, 80 Plus Gold 850W, Fully Modular, Auto Eco Mode with FDB Fan",134.99,EVGA,220-GT-0850-Y1,850 W,80+ Gold,https://amazon.com/dp/B08X1C8TK9?tag=pcbuilder00-20
NZXT C850 PSU (2022) - PA-8G1BB-US - 850 Watt PSU - 80+ Gold Certified - Fully Modular,134.99,NZXT,PA-8G1BB-US,850 W,80+ Gold,https://amazon.com/dp/B09YYZPVXB?tag=pcbuilder00-20
"Corsair RM1000e Fully Modular Low-Noise ATX Power Supply (Dual EPS12V Connectors, Low-Noise, 105°C-Rated Capacitors, 80 PLUS Gold-Certified Efficiency, Modern Standby Support) Black",134.99,Corsair,RM1000e,1000 W,80+ Gold,https://amazon.com/dp/B0B7237XFJ?tag=pcbuilder00-20
"EVGA Supernova 850 Ga, 80+ Gold Certified 850W Fully Modular Power Supply with ECO Mode and Dbb Fan",135,EVGA,SuperNOVA GA,850 W,80+ Gold,https://amazon.com/dp/B07WSXQTD9?tag=pcbuilder00-20
"Thermaltake Toughpower DPS G, 80+ Gold Certified 650W Fully Modular ATX Power Supply",135,Thermaltake,Toughpower DPS G,650 W,80+ Gold,https://amazon.com/dp/B00M9B22W2?tag=pcbuilder00-20
Thermaltake Tt GF A3 750W ATX30 PS-TPD-0750FNFAGE-H,135.64,Thermaltake,PS-TPD-1200FNFAGE-H,1200 W,80+ Gold,https://amazon.com/dp/B0C247Q1KN?tag=pcbuilder00-20
"Seasonic FOCUS 750 Gold, 80+ Gold 750W Semi-Modular Power Supply",135.95,Seasonic,FOCUS,750 W,80+ Gold,https://amazon.com/dp/B0778XF1HL?tag=pcbuilder00-20
"Cooler Master MWE 750, 80+ Gold Certified 750W Full Modular Power Supply",135.99,Cooler Master,Master MWE,750 W,80+ Gold,https://amazon.com/dp/B07JW7M3VX?tag=pcbuilder00-20
"EVGA SuperNOVA 750 GM, 80 PLUS Gold 750W, Fully Modular, ECO Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, SFX Form Factor, Power Supply 123-GM-0750-X1",135.99,EVGA,123-GM-0750-X1,750 W,80+ Gold,https://amazon.com/dp/B0939VN9QT?tag=pcbuilder00-20
Tacens PSU ATX Radix VII 600W 80 Plus Silver,137,Tacens,1RVIIAG600,600 W,80+ Silver,https://amazon.com/dp/B00NQ4MHHG?tag=pcbuilder00-20
Thermaltake Toughpower GF1 850W Snow Edition SLI/Crossfire Ready 80+ Gold Ultra Quiet 140mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply 10 Year Warranty PS-TPD-0850FNFAGU-W,137.13,Thermaltake,9B17-153-432,850 W,80+ Gold,https://amazon.com/dp/B09SB4H3Y8?tag=pcbuilder00-20
Alimentation ATX Sharkoon SilentStorm Cool Zero - 650W Sharkoon,138.22,Sharkoon,SilentStorm Cool Zero,650 W,80+ Gold,https://amazon.com/dp/B07MHXX3PX?tag=pcbuilder00-20
"Seasonic FOCUS PX-550, 550W 80+ Platinum Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and Various Application",138.56,Seasonic,FOCUS PX-550,550 W,80+ Platinum,https://amazon.com/dp/B07W92T29L?tag=pcbuilder00-20
"Cooler Master V750 SFX Gold Full Modular, 750W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",138.99,Cooler Master,MPY-7501-SFHAGV-US,750 W,80+ Gold,https://amazon.com/dp/B08LP7B7FM?tag=pcbuilder00-20
"Seasonic FOCUS Plus 650 Gold, 80+ Gold Certified 650W Full Modular Power Supply",139,Seasonic,FOCUS Plus,650 W,80+ Gold,https://amazon.com/dp/B073H33X7R?tag=pcbuilder00-20
SilverStone Technology 750W 80 Plus Platinum Certified Single +12V Rail ATX Power Supply,139.48,SilverStone Technology,ST75F,750 W,80+ Platinum,https://amazon.com/dp/B016XMO12G?tag=pcbuilder00-20
"Cooler Master V750 Gold White Edition V2 Full Modular, 750W, 80+ Gold Efficiency, Semi-fanless Operation, 16AWG PCIe high-Efficiency Cables",139.58,Cooler Master,V750,750 W,80+ Gold,https://amazon.com/dp/B08FKM9RY2?tag=pcbuilder00-20
"Seasonic FOCUS Plus 550 Gold, 80+ Gold Certified 550W Full Modular Power Supply",139.6,Seasonic,FOCUS Plus,550 W,80+ Gold,https://amazon.com/dp/B073GY89G5?tag=pcbuilder00-20
"EVGA SuperNOVA 750 G6, 80 Plus Gold 750W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester",139.99,EVGA,SuperNOVA 750 G6,750 W,80+ Gold,https://amazon.com/dp/B0998KZ8SP?tag=pcbuilder00-20
Corsair RM850x SHIFT Fully Modular ATX Power Supply,139.99,Corsair,CP-9020252-NA,850 W,80+ Gold,https://amazon.com/dp/B0BP8BJ7X4?tag=pcbuilder00-20
"ASUS ROG Thor 850, 80+ Platinum Certified 850W Fully-Modular RGB Power Supply with LiveDash OLED Panel",139.99,ASUS,ROG Thor 850,852 W,80+ Platinum,https://amazon.com/dp/B07JZLGPCB?tag=pcbuilder00-20
Thermaltake Toughpower GF2 ARGB 650W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular,139.99,Thermaltake,Toughpower GF2,650 W,80+ Gold,https://amazon.com/dp/B08PC8SW2M?tag=pcbuilder00-20
"MSI MPG Series Power Supply (PSU): 850 Watt, Full Modular, 80 PLUS Gold Certified",139.99,MSI,MPGA850GF,850 W,80+ Gold,https://amazon.com/dp/B08PDZQZN2?tag=pcbuilder00-20
"EVGA 710 BP, 80+ BRONZE 700W + 10W, 3 Year Warranty, Power Supply 100-BP-0710-K1",139.99,EVGA,100-BP-0710-K1,710 W,80+ Bronze,https://amazon.com/dp/B08N4NV5HM?tag=pcbuilder00-20
"Seasonic FOCUS Plus 750 Gold, 80+ Gold Certified 750W Full Modular Power Supply",139.99,Seasonic,FOCUS Plus,750 W,80+ Gold,https://amazon.com/dp/B073GWKDVM?tag=pcbuilder00-20
"EVGA 850 GQ, 80+ GOLD 850W Semi Modular ATX Power Supply with EVGA ECO Mode",139.99,EVGA,850 GQ,850 W,80+ Gold,https://amazon.com/dp/B017HA3SO0?tag=pcbuilder00-20
"Super Flower Leadex III Bronze PRO 850W 80+ Bronze, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",139.99,SUPER FLOWER,Leadex III Super Pro,850 W,80+ Bronze,https://amazon.com/dp/B08H1CFWZX?tag=pcbuilder00-20
GIGABYTE GP-UD850GM PG5W PCIE 5 ATX 3.0 Fully Modular Gaming Power Supply,139.99,GIGABYTE,GP-UD850GM PG5W,850 W,80+ Gold,https://amazon.com/dp/B0CKM1JX4S?tag=pcbuilder00-20
Rosewill VALENS-600 80 Plus Gold Certified ATX12V v2.31/EPS12V v2.92 Active-PFC Power Supply,140,Rosewill,VALENS-600,600 W,80+ Gold,https://amazon.com/dp/B00PGV4Q62?tag=pcbuilder00-20
SilverStone Technology 850W Computer Power Supply PSU Fully Modular with 80 Plus Gold & 140mm Design Power Supply,142.99,SilverStone Technology,ST85F-GS,850 W,80+ Gold,https://amazon.com/dp/B07K5Z3W5W?tag=pcbuilder00-20
Fractal Design Anode Bronze 650 W,143.09,Fractal Design,FD-P-AA1B-650-UK,650 W,80+ Bronze,https://amazon.com/dp/B09NMBGN3C?tag=pcbuilder00-20
XILENCEPOWER Netzteil ATX 700W Xilence XP700R6 Performance C Serie,144,XILENCEPOWER,XN046,700 W,,https://amazon.com/dp/B01A9H7U3S?tag=pcbuilder00-20
SilverStone Technology 500W Fixed Cable TFX Power Supply 80 Plus Gold TX500-G (SST-TX500-G),144.2,SilverStone Technology,SST-TX500-G,500 W,80+ Gold,https://amazon.com/dp/B08WT6WCCQ?tag=pcbuilder00-20
Fractal Design Ion+ 660w - 80 Plus Platinum Certified 860w Full Modular ATX Power Supply with UltraFlex DC Wires ??ATX -140 mm Silent Fan with FDB Bearings ??Zero RPM Mode - Black,144.45,Fractal Design,FD-PSU-IONP-660P-BK-US,660 W,80+ Platinum,https://amazon.com/dp/B07VWXGVSQ?tag=pcbuilder00-20
"Corsair RM750X White Series, 80+ Gold Certified 750W Fully Modular Power Supply",144.99,Corsair,RMX,750 W,80+ Gold,https://amazon.com/dp/B07JHRLXWG?tag=pcbuilder00-20
"Corsair RMx Series (2021), RM850x, 850 Watt, GOLD, Fully Modular Power Supply (CP-9020200-NA)",144.99,Corsair,RM850x (2021),850 W,80+ Gold,https://amazon.com/dp/B08R5JPTMZ?tag=pcbuilder00-20
"Corsair HX750 Series, 80+ Platinum Certified 750W Fully Modular Power Supply",144.99,Corsair,HX Platinum,750 W,80+ Platinum,https://amazon.com/dp/B01N6PEBNL?tag=pcbuilder00-20
"Corsair SF600 Series, 80+ Platinum Certified 600W Fully Modular SFX Power Supply",144.99,Corsair,SF,600 W,80+ Platinum,https://amazon.com/dp/B07F84FJ1G?tag=pcbuilder00-20
"Cooler Master V850 SFX Gold Full Modular, 850W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",144.99,Cooler Master,V850,850 W,80+ Gold,https://amazon.com/dp/B08LP6WS35?tag=pcbuilder00-20
"Seasonic CORE GM-650, 650W 80+ Gold, Semi-Modular, Fan Control in Silent and Cooling Mode/",144.99,Seasonic,CORE-GM-650,650 W,80+ Gold,https://amazon.com/dp/B07WVMT2RZ?tag=pcbuilder00-20
"Seasonic Focus V3 GX-750, 750W 80+ Gold, Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode",144.99,Seasonic,ATX3-FOCUS-GX-750,750 W,80+ Gold,https://amazon.com/dp/B0C5B6PXJ7?tag=pcbuilder00-20
Thermaltake Toughpower SFX (ATX 3.0 Standard) 750W Full Modular 80Plus Gold Power Supply,145.65,Thermaltake,PS-STP-0750FNFAGU-1,750 W,80+ Gold,https://amazon.com/dp/B0BMWL7KN4?tag=pcbuilder00-20
Netzteil (ATX 20-/24pin) LC-Power 560W/GP3/140mm,146,B002RL24KY,LC6560GP3 V2.3,560 W,80+ Silver,https://amazon.com/dp/B002RL24KY?tag=pcbuilder00-20
Antec NeoECO NE750G M,146.27,Antec,0-761345-11758-6,,,https://amazon.com/dp/B0BS44MP6N?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 850W, True 450W 12VHPWR Connectors on PSU",146.35,Thermaltake,PS-TPD-0850FNFAGU-4,850 W,80+ Gold,https://amazon.com/dp/B0BF3YF9KY?tag=pcbuilder00-20
Corsair RM850e Fully Modular Low-Noise ATX Power Supply (Dual EPS12V Connectors,146.86,Corsair,CP-9020249-UK,850 W,80+ Gold,https://amazon.com/dp/B0B7XM98VK?tag=pcbuilder00-20
"Seasonic Focus GX-650, 80+ Gold 650W Full-Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",146.94,Seasonic,FOCUS,650 W,80+ Gold,https://amazon.com/dp/B077J9QTDR?tag=pcbuilder00-20
be quiet! System Power 10 850W ATX24 BN330,146.99,be quiet!,BN330,850 W,80+ Gold,https://amazon.com/dp/B0BJVKQVCF?tag=pcbuilder00-20
Seasonic FOCUS Plus 550 Platinum SSR-550PX 550W 80+ Platinum ATX12V & EPS12V Full Modular 120mm FDB Fan Compact 140 mm Size Power Supply,147.45,Seasonic,FOCUS Plus 550,550 W,80+ Platinum,https://amazon.com/dp/B074N8YBK9?tag=pcbuilder00-20
InWin PB-750W PB Series (Premium Basic Series) 750 Watt Fully Modular Power Supply 80+ Gold Certified,147.88,IN WIN,PB-750W,750 W,80+ Gold,https://amazon.com/dp/B07KJT42LB?tag=pcbuilder00-20
Cooler Master MPE-7501-AFAAG-EU,147.94,Cooler Master,MPE-7501-AFAAG-EU,750 W,80+ Gold,https://amazon.com/dp/B08BKPQQDD?tag=pcbuilder00-20
"CORSAIR RM Series (2021), RM750, 750 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",147.99,Corsair,RM750,750 W,80+ Gold,https://amazon.com/dp/B093NL61FB?tag=pcbuilder00-20
"CORSAIR TXM Series (TX650M), 80+ Gold Certified 650W Semi Modular Power Supply",148,Corsair,TXM,650 W,80+ Gold,https://amazon.com/dp/B01N18J52E?tag=pcbuilder00-20
FSP Group Mini ITX Solution/Flex ATX 80 Plus Bronze 24-Pin 300W Power Supply,148.02,FSP,FSP300-60LG-5K,300 W,80+ Bronze,https://amazon.com/dp/B00QQ6871G?tag=pcbuilder00-20
FSP Mini ITX/Flex ATX 80+ Bronze 24-Pin 300W Power Supply (FSP300-60LG),148.02,FSP,FSP300-60LG,300 W,80+ Bronze,https://amazon.com/dp/B0085JFL8E?tag=pcbuilder00-20
"Seasonic FOCUS GM-750, 750W 80+ Gold, Semi-Modular, Fits All ATX Systems, Fan Control in Silent",148.45,Seasonic,G12-GM-750,750 W,80+ Gold,https://amazon.com/dp/B084TSPNR5?tag=pcbuilder00-20
"ThermalTake Smart SE 530W cm 87+ PSU Modular Cable Management, SPS-530MPCBEU",149,Thermaltake,SPS-530MPCBEU,530 W,80+ Gold,https://amazon.com/dp/B00BDB28HS?tag=pcbuilder00-20
"Lian Li SP 850 80+ Gold, Black Color, Performance SFX Form Factor Power Supply - SP850 Black",149.24,Lian Li,SP850 BLACK,850 W,80+ Gold,https://amazon.com/dp/B0BCV9JCCH?tag=pcbuilder00-20
Silver Stone Technologies ST55F-PT Silent 120 mm Fan with 18Dba44; Efficiency 80Plus Platinum Certification44; Modular Cable,149.59,Silver Stone Technologies,ST55F,550 W,80+ Platinum,https://amazon.com/dp/B076QFZ2TQ?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 750W, BN642, Fully Modular, Power Supply",149.9,be quiet!,Straight Power 11,750 W,80+ Platinum,https://amazon.com/dp/B085ZBT81N?tag=pcbuilder00-20
"SilverStone Technology 700W,SFX-L, Silent 120mm Fan with, Fully Modular Cable Power Supply",149.98,SilverStone Technology,SX700 LPT,700 W,80+ Platinum,https://amazon.com/dp/B01G26SMTQ?tag=pcbuilder00-20
Thermaltake Toughpower PF1 850W 80+ Platinum Single Side SMD Compact Design Ultra Quiet 120mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply,149.99,Thermaltake,Toughpower PF1,850 W,80+ Platinum,https://amazon.com/dp/B08BR8RQ3Y?tag=pcbuilder00-20
"Corsair CX Series, 80 Plus Bronze Certified 550W Modular Power Supply",149.99,Corsair,CX,550 W,80+ Bronze,https://amazon.com/dp/B01B72W0A2?tag=pcbuilder00-20
"ASUS TUF GAMING 550W Bronze PSU, Power Supply(Axial-tech fan design, Dual Ball Fan Bearings",149.99,ASUS,TUF GAMING 550B,550 W,80+ Bronze,https://amazon.com/dp/B08MV9694K?tag=pcbuilder00-20
"EVGA SuperNOVA 650 P2, 80+ PLATINUM 650W , Fully Modular , EVGA ECO Mode",149.99,EVGA,SuperNova 650,650 W,80+ Platinum,https://amazon.com/dp/B010HWDPKW?tag=pcbuilder00-20
MONTECH Titan Gold 1000W High-End ATX Gaming Power Supply,149.99,Montech,TITAN GOLD 1000W,1000 W,80+ Gold,https://amazon.com/dp/B0BPXQZJV4?tag=pcbuilder00-20
XPG Core Reactor II Modular PSU: ATX3.0-80 Plus Gold - ATX - Fully Modular Power Supply,149.99,XPG,COREREACTORII1000G-BKCUS,1000 W,80+ Gold,https://amazon.com/dp/B0CBQXGJ9F?tag=pcbuilder00-20
"Antec Earthwatts Gold EA650G Pro, 650W Semi-Modular 80 Plus Gold Certified Power Supply",149.99,Antec,Earthwatts Gold Pro,650 W,80+ Gold,https://amazon.com/dp/B077G9V84S?tag=pcbuilder00-20
"ENERMAX Revolution D.F. X 1050W ARGB, 80 Plus Gold Full Modular Power Supply",149.99,Enermax,ERT1050EWT,1050 W,80+ Gold,https://amazon.com/dp/B0C9L3259S?tag=pcbuilder00-20
Enermax Revolution D.F. 2 1050W Full Modular Power Supply (80 Plus Gold Certified,149.99,Enermax,ERS1050EWT,1050 W,80+ Gold,https://amazon.com/dp/B0BYBQGR9S?tag=pcbuilder00-20
Thermaltake Toughpower SFX 600W 80+ Gold Fully Modular SFX 12V 3.3/ATX 12V 2.4 Power Supply,149.99,Thermaltake,Toughpower,600 W,80+ Gold,https://amazon.com/dp/B01KGCXMXS?tag=pcbuilder00-20
"LIAN LI SP 850 80+ Gold, White Color, Performance SFX Form Factor Power Supply - SP850 White",149.99,Lian Li,SP850 WHITE,850 W,80+ Gold,https://amazon.com/dp/B0BCVBNQCZ?tag=pcbuilder00-20
be quiet! Pure Power 10 600W 600W,150,be quiet!,T380666,600 W,80+ Silver,https://amazon.com/dp/B01MUBP071?tag=pcbuilder00-20
Sharkoon Alimentation ATX Sharkoon SilentStorm Cool Zero,150.49,Sharkoon,SilentStorm Cool Zero,750 W,80+ Gold,https://amazon.com/dp/B07MBQMKN2?tag=pcbuilder00-20
"be quiet! System Power 9 600W cm, Modular, 80 Plus Bronze, Power Supply",151,be quiet!,BN302,600 W,80+ Bronze,https://amazon.com/dp/B07V5MHC17?tag=pcbuilder00-20
"EVGA Super Nova 850 G5, 80 Plus Gold Certified 850W Fully Modular Power Supply with ECO Mode and Fdb Fan",151.13,EVGA,Super Nova 850 G5,850 W,80+ Gold,https://amazon.com/dp/B07WDLTGC1?tag=pcbuilder00-20
"Cooler Master V850 Gold White Edition V2 Full Modular,850W, 80+ Gold Efficiency, Semi-fanless Operation, 16AWG PCIe high-Efficiency Cables, 10 Year Warranty",151.9,Cooler Master,MPY-850V-AGBAG-US,850 W,80+ Gold,https://amazon.com/dp/B00FZSIALI?tag=pcbuilder00-20
"Super Flower Leadex III Gold ARGB PRO 650W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",152,Super Flower,Leadex III,650 W,80+ Gold,https://amazon.com/dp/B08BJZLCP4?tag=pcbuilder00-20
FSP Hydro PTM X PRO 850W 80 Plus Platinum Full Modular ATX 3.0 PCIe Gen 5. W/ 12VHPWR Cable Power Supply Compact Size,152.87,FSP,HPT3-850M-G5,850 W,80+ Platinum,https://amazon.com/dp/B0BT1B13H1?tag=pcbuilder00-20
ASUS ROG Thor 850W Platinum II (Fully Modular Power Supply,153.61,ASUS,ROG-THOR-850P2-GAMING,850 W,80+ Platinum,https://amazon.com/dp/B0C3ZLPNPM?tag=pcbuilder00-20
Fractal Design Anode Bronze 750 W,153.98,Fractal Design,FD-P-AA1B-750-UK,750 W,80+ Bronze,https://amazon.com/dp/B09NMG5G9M?tag=pcbuilder00-20
SUPER FLOWER Leadex Platinum 850W Modular Power Supply 80 Plus Platinum,154.99,SUPER FLOWER,SF-850F14MP Black,850 W,80+ Platinum,https://amazon.com/dp/B0148D9G68?tag=pcbuilder00-20
"PowerSpec 650 Watt 80 Plus Gold Semi Modular ATX Power Supply Active PFC SLI Crossfire Ready Gaming PC PSU Computer Power Supplies, PS 650GSM",155,PowerSpec,PS 650GSM,650 W,80+ Gold,https://amazon.com/dp/B089BVV82M?tag=pcbuilder00-20
"Vetroo 1000W Black Power Supply ATX 3.0 Ready Dual PCIe 5.0, 80 Plus Gold Full Modular, Compact Size, Japanese 105°C Capacitors, Eco Mode with 120mm FDB Fan, 10 Year Warranty, for Gaming PC and More",155.99,Vetroo,GV1000,1000 W,80+ Gold,https://amazon.com/dp/B0BR7RXPYS?tag=pcbuilder00-20
"Seasonic Focus GX-750, 80+ Gold Certified 750W Full-Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",156.17,Seasonic,FOCUS GX-750,750 W,80+ Gold,https://amazon.com/dp/B077J9G9CH?tag=pcbuilder00-20
XFX TS 550W 80+ Gold Easy Rail Plus Power Supply ATX 550 Energy Star Certified Power Supply,156.68,XFX,P1-550G-TS3X,550 W,80+ Gold,https://amazon.com/dp/B00HW979AQ?tag=pcbuilder00-20
"Seasonic FOCUS PX-650, 650W 80+ Platinum Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, Perfect Power Supply for Gaming and Various Application",156.78,Seasonic,FOCUS PX-650,650 W,80+ Platinum,https://amazon.com/dp/B07W7YD7D1?tag=pcbuilder00-20
"Fractal Design Ion Gold 850W - Gold, ATX",156.89,Fractal Design,FD-P-IA2G-850,850 W,80+ Gold,https://amazon.com/dp/B08X249F7T?tag=pcbuilder00-20
"Antec HCG750 Gold Power Supply 750 Watts 80 PLUS Gold PSU with Full Modular, 120mm FDB Fan, Japanese Capacitors, ATX12V 2.4",157.11,Antec,HCG750 Gold,750 W,80+ Gold,https://amazon.com/dp/B0009P7J0K?tag=pcbuilder00-20
"Seasonic FOCUS Plus 850 Gold, 80+ Gold Certified 850W Full Modular Power Supply with 120mm FDB Fan",157.13,Seasonic,FOCUS Plus Gold,850 W,80+ Gold,https://amazon.com/dp/B073H3ZZQZ?tag=pcbuilder00-20
"Cooler Master V850 SFX Gold White Edition Full Modular, 850W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",158.07,Cooler Master,V850,850 W,80+ Gold,https://amazon.com/dp/B097Q9DB5G?tag=pcbuilder00-20
Seasonic PRIME 750 Gold 750W 80+ Gold ATX12V & EPS12V Full Modular 135mm FDB Fan Power On Self Tester Power Supply,159,Seasonic,PRIME 750,750 W,80+ Gold,https://amazon.com/dp/B075M3N212?tag=pcbuilder00-20
SilverStone Technology SX700-PT SFX High Efficiency 700W with 80+ Platinum Certified Power Supply,159.71,SilverStone Technology,SX700,700 W,80+ Platinum,https://amazon.com/dp/B07Y49P3Y4?tag=pcbuilder00-20
"Cooler Master V750 SFX Gold White Edition Full Modular, 750W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor, 10 Year Warranty",159.85,Cooler Master,MPY-7501-SFHAGV,850 W,80+ Gold,https://amazon.com/dp/B097QC3FPZ?tag=pcbuilder00-20
GIGABYTE GP-UD1000GM 1000W 80 Plus Gold Certified Fully Modular Power Supply,159.99,Gigabyte,GP-UD1000GM,1000 W,80+ Gold,https://amazon.com/dp/B09VKF3CFC?tag=pcbuilder00-20
GAMEMAX Rampage Series 1050W ATX 3.0 & PCIe 5.0 80 Plus Platinum Certified Fully Modular Power Supply,159.99,GAMEMAX,GX-1050 PRO WT,1050 W,80+ Platinum,https://amazon.com/dp/B0BX22RZHX?tag=pcbuilder00-20
"Corsair SF Series (SF750), 80+ Platinum Certified 750W Fully Modular SFX Power Supply",159.99,Corsair,SF,750 W,80+ Platinum,https://amazon.com/dp/B07M63H81H?tag=pcbuilder00-20
Cooler Master GX III Gold 750W ATX3.0 Full Modular Power Supply,159.99,Cooler Master,MPX-7503-AFAG-BUS,750 W,80+ Gold,https://amazon.com/dp/B0CKBC6KX4?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 1050W, True 600W 12VHPWR Connectors on PSU",159.99,Thermaltake,PS-TPD-1050FNFAGU-L,1050 W,80+ Gold,https://amazon.com/dp/B0C1JHWWZL?tag=pcbuilder00-20
"Segotep GF750 SFX Power Supply Fully Modular 750W 80+ Gold PSU, Silent 80mm FDB Fan",159.99,Segotep,CP-PSU-ST-GF750-SFX,750 W,80+ Gold,https://amazon.com/dp/B08SLNLQ59?tag=pcbuilder00-20
SilverStone Technology Strider 850 Watt 80 Plus Platinum Modular PSU 850 Power Supply,159.99,SilverStone Technology,Strider 850,850 W,80+ Platinum,https://amazon.com/dp/B01GPNHNAA?tag=pcbuilder00-20
"Vetroo 1000W White Power Supply ATX 3.0 Ready Dual PCIe 5.0, 80 Plus Gold Full Modular, Compact Size, Japanese 105°C Capacitors, Eco Mode with 120mm FDB Fan, 10 Year Warranty, for Gaming PC and More",159.99,Vetroo,GV1000,1000 W,80+ Gold,https://amazon.com/dp/B0BRN2YG7F?tag=pcbuilder00-20
"Corsair CP-9020119-NA VS Series, VS600, 600 Watt (600W), Active PFC, 80 Plus White Certified Power Supply",159.99,Corsair,VS600,600 W,80+,https://amazon.com/dp/B01MXM83A3?tag=pcbuilder00-20
MPG A850G PCIE 5 Gaming Power Supply - Full Modular - 80 Plus Gold Certified 1000W - 100% Japanese 105°C Capacitors - Compact Size - ATX PSU,159.99,MSI,MPGA850GPCIE5,850 W,80+ Gold,https://amazon.com/dp/B0B4345YV7?tag=pcbuilder00-20
Athena Computer Power AP-MP4ATX60FEP8 600W Apollo Series SFX Power Supply,161.45,Athena,Apollo 600 Plus,600 W,80+ Bronze,https://amazon.com/dp/B073JXZSCM?tag=pcbuilder00-20
"Antec HCG850 Extreme Power Supply 850 Watts 80 Plus Gold PSU with 135mm Silent FDB Fan, Full Modular, Japanese Capacitors",161.99,Antec,HCG850 Extreme,850 W,80+ Gold,https://amazon.com/dp/B07G7GPPCZ?tag=pcbuilder00-20
Seasonic FOCUS Plus 650 Platinum SSR-650PX 650W 80+ Platinum ATX12V & EPS12V Full Modular 120mm FDB Fan Compact 140 mm Size Power Supply,162.67,Seasonic,FOCUS Plus 650,650 W,80+ Platinum,https://amazon.com/dp/B074N8RG74?tag=pcbuilder00-20
"Seasonic Focus GM-850, 850W 80+ Gold, Semi-Modular, Fits All ATX Systems, Fan Control in Silent",162.87,Seasonic,G12-GM-850,850 W,80+ Gold,https://amazon.com/dp/B084TSBB2R?tag=pcbuilder00-20
"Super Flower Leadex III Gold 650W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",163,SUPER FLOWER,Leadex III,550 W,80+ Gold,https://amazon.com/dp/B07TGJ58SN?tag=pcbuilder00-20
"Seasonic CORE GM-500, 500W 80+ Gold, Semi-Modular, Fan Control in Silent and Cooling Mode",164.09,Seasonic,CORE-GM-500,500 W,80+ Gold,https://amazon.com/dp/B07WRDQ2H7?tag=pcbuilder00-20
Alimentation ATX Sharkoon SilentStorm Cool Zero - 850W,164.44,Sharkoon,SilentStorm Cool Zero,850 W,80+ Gold,https://amazon.com/dp/B07MHXXGPL?tag=pcbuilder00-20
"EVGA Supernova 1000G FTW, 80 Plus Gold 1000W, Fully Modular",164.74,EVGA,535-5G-1000-K1,1000 W,80+ Gold,https://amazon.com/dp/B0CDKPPYQ4?tag=pcbuilder00-20
